,InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
464,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,2,16.98,8.49,1/6/2016,750,2,0.22,9815,WINE GROUP INC             
465,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,2,16.98,8.49,1/9/2016,750,2,0.22,9815,WINE GROUP INC             
466,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,1/10/2016,750,2,0.11,9815,WINE GROUP INC             
467,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,4,33.96,8.49,1/14/2016,750,2,0.45,9815,WINE GROUP INC             
468,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,3,25.47,8.49,1/15/2016,750,2,0.34,9815,WINE GROUP INC             
469,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,1/17/2016,750,2,0.11,9815,WINE GROUP INC             
470,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,1/20/2016,750,2,0.11,9815,WINE GROUP INC             
471,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,1/21/2016,750,2,0.11,9815,WINE GROUP INC             
472,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,3,25.47,8.49,1/23/2016,750,2,0.34,9815,WINE GROUP INC             
473,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,1,8.49,8.49,1/26/2016,750,2,0.11,9815,WINE GROUP INC             
474,1_HARDERSFIELD_11826,1,11826,Cupcake Chard,750mL,5,42.45,8.49,1/28/2016,750,2,0.56,9815,WINE GROUP INC             
475,1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,14,118.86,8.49,1/5/2016,750,2,1.57,9815,WINE GROUP INC             
476,1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,1/10/2016,750,2,0.22,9815,WINE GROUP INC             
477,1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,1/13/2016,750,2,0.22,9815,WINE GROUP INC             
478,1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,1,8.49,8.49,1/19/2016,750,2,0.11,9815,WINE GROUP INC             
479,1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,3,25.47,8.49,1/22/2016,750,2,0.34,9815,WINE GROUP INC             
480,1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,1/23/2016,750,2,0.22,9815,WINE GROUP INC             
481,1_HARDERSFIELD_11827,1,11827,Cupcake Merlot,750mL,2,16.98,8.49,1/25/2016,750,2,0.22,9815,WINE GROUP INC             
482,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,7.49,7.49,1/3/2016,750,2,0.11,9815,WINE GROUP INC             
483,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,3,25.47,8.49,1/6/2016,750,2,0.34,9815,WINE GROUP INC             
484,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,8.49,8.49,1/7/2016,750,2,0.11,9815,WINE GROUP INC             
485,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,6,50.94,8.49,1/9/2016,750,2,0.68,9815,WINE GROUP INC             
486,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,3,25.47,8.49,1/12/2016,750,2,0.34,9815,WINE GROUP INC             
487,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,4,33.96,8.49,1/13/2016,750,2,0.45,9815,WINE GROUP INC             
488,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,8.49,8.49,1/15/2016,750,2,0.11,9815,WINE GROUP INC             
489,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,1,8.49,8.49,1/20/2016,750,2,0.11,9815,WINE GROUP INC             
490,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,7,59.43,8.49,1/23/2016,750,2,0.79,9815,WINE GROUP INC             
491,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,2,16.98,8.49,1/24/2016,750,2,0.22,9815,WINE GROUP INC             
492,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,2,16.98,8.49,1/28/2016,750,2,0.22,9815,WINE GROUP INC             
493,1_HARDERSFIELD_11828,1,11828,Cupcake Svgn Bl,750mL,2,16.98,8.49,1/30/2016,750,2,0.22,9815,WINE GROUP INC             
494,1_HARDERSFIELD_1186,1,1186,Evan Williams Single Barrel,750mL,1,27.99,27.99,1/18/2016,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
495,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/1/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
496,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/2/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
497,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/9/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
498,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/13/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
499,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,2,21.98,10.99,1/15/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
500,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/18/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
501,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/21/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
502,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/29/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
503,1_HARDERSFIELD_11888,1,11888,Penfolds Koonunga Hills Shir,750mL,1,10.99,10.99,1/31/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
504,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/7/2016,750,2,0.11,3252,E & J GALLO WINERY         
505,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/8/2016,750,2,0.11,3252,E & J GALLO WINERY         
506,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/9/2016,750,2,0.11,3252,E & J GALLO WINERY         
507,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/12/2016,750,2,0.11,3252,E & J GALLO WINERY         
508,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/22/2016,750,2,0.11,3252,E & J GALLO WINERY         
509,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/23/2016,750,2,0.11,3252,E & J GALLO WINERY         
510,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/24/2016,750,2,0.11,3252,E & J GALLO WINERY         
511,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,1,14.99,14.99,1/29/2016,750,2,0.11,3252,E & J GALLO WINERY         
512,1_HARDERSFIELD_11957,1,11957,Souverain Cab Svgn N Cst,750mL,3,44.97,14.99,1/31/2016,750,2,0.34,3252,E & J GALLO WINERY         
513,1_HARDERSFIELD_11970,1,11970,Zaccagnini Montepulciano Rsv,750mL,1,18.99,18.99,1/17/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
514,1_HARDERSFIELD_11970,1,11970,Zaccagnini Montepulciano Rsv,750mL,2,37.98,18.99,1/23/2016,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
515,1_HARDERSFIELD_11970,1,11970,Zaccagnini Montepulciano Rsv,750mL,4,75.96,18.99,1/26/2016,750,2,0.45,2000,SOUTHERN WINE & SPIRITS NE 
516,1_HARDERSFIELD_120,1,120,Tarantula Azul Tequila Gift,750mL,1,13.99,13.99,1/15/2016,750,1,0.79,5992,MCCORMICK DISTILLING CO    
517,1_HARDERSFIELD_120,1,120,Tarantula Azul Tequila Gift,750mL,1,13.99,13.99,1/28/2016,750,1,0.79,5992,MCCORMICK DISTILLING CO    
518,1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,1,7.99,7.99,1/2/2016,750,2,0.11,2242,DELICATO VINEYARDS INC     
519,1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,2,15.98,7.99,1/3/2016,750,2,0.22,2242,DELICATO VINEYARDS INC     
520,1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,2,21.98,10.99,1/5/2016,750,2,0.22,2242,DELICATO VINEYARDS INC     
521,1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,5,54.95,10.99,1/11/2016,750,2,0.56,2242,DELICATO VINEYARDS INC     
522,1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,2,21.98,10.99,1/15/2016,750,2,0.22,2242,DELICATO VINEYARDS INC     
523,1_HARDERSFIELD_12069,1,12069,Gnarly Head Pnt Grigio,750mL,1,10.99,10.99,1/26/2016,750,2,0.11,2242,DELICATO VINEYARDS INC     
524,1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,10.99,10.99,1/3/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
525,1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,11.99,11.99,1/13/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
526,1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,11.99,11.99,1/21/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
527,1_HARDERSFIELD_12078,1,12078,F Coppola Votre Sante Pnt Nr,750mL,1,11.99,11.99,1/23/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
528,1_HARDERSFIELD_12086,1,12086,Candia Vyds Classic Cab Svgn,750mL,1,13.99,13.99,1/8/2016,750,2,0.11,90046,CANDIA VINEYARDS           
529,1_HARDERSFIELD_12111,1,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,1/2/2016,750,2,0.11,90032,LABELLE VYDS AND WINERY    
530,1_HARDERSFIELD_12111,1,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,1/29/2016,750,2,0.11,90032,LABELLE VYDS AND WINERY    
531,1_HARDERSFIELD_12111,1,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,1/30/2016,750,2,0.11,90032,LABELLE VYDS AND WINERY    
532,1_HARDERSFIELD_12116,1,12116,Lindemans Bin 85 Pnt Grigio,1.5L,1,14.99,14.99,1/15/2016,1500,2,0.22,4425,MARTIGNETTI COMPANIES
533,1_HARDERSFIELD_12116,1,12116,Lindemans Bin 85 Pnt Grigio,1.5L,1,14.99,14.99,1/19/2016,1500,2,0.22,4425,MARTIGNETTI COMPANIES
534,1_HARDERSFIELD_12116,1,12116,Lindemans Bin 85 Pnt Grigio,1.5L,1,14.99,14.99,1/29/2016,1500,2,0.22,4425,MARTIGNETTI COMPANIES
535,1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,19.99,19.99,1/1/2016,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
536,1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,19.99,19.99,1/2/2016,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
537,1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,21.99,21.99,1/6/2016,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
538,1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,21.99,21.99,1/8/2016,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
539,1_HARDERSFIELD_1212,1,1212,DiSaronna Amaretto Sour VAP,750mL,1,21.99,21.99,1/27/2016,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC
540,1_HARDERSFIELD_12123,1,12123,Barefoot Cellars Rsl,750mL,1,4.99,4.99,1/2/2016,750,2,0.11,3252,E & J GALLO WINERY         
541,1_HARDERSFIELD_12123,1,12123,Barefoot Cellars Rsl,750mL,1,6.29,6.29,1/7/2016,750,2,0.11,3252,E & J GALLO WINERY         
542,1_HARDERSFIELD_12123,1,12123,Barefoot Cellars Rsl,750mL,1,6.29,6.29,1/21/2016,750,2,0.11,3252,E & J GALLO WINERY         
543,1_HARDERSFIELD_12123,1,12123,Barefoot Cellars Rsl,750mL,2,12.58,6.29,1/22/2016,750,2,0.22,3252,E & J GALLO WINERY         
544,1_HARDERSFIELD_12123,1,12123,Barefoot Cellars Rsl,750mL,1,6.29,6.29,1/26/2016,750,2,0.11,3252,E & J GALLO WINERY         
545,1_HARDERSFIELD_12123,1,12123,Barefoot Cellars Rsl,750mL,1,6.29,6.29,1/27/2016,750,2,0.11,3252,E & J GALLO WINERY         
546,1_HARDERSFIELD_12140,1,12140,Natura Valle Svgn Bl Casabla,750mL,2,19.98,9.99,1/5/2016,750,2,0.22,516,BANFI PRODUCTS CORP        
547,1_HARDERSFIELD_12140,1,12140,Natura Valle Svgn Bl Casabla,750mL,2,19.98,9.99,1/11/2016,750,2,0.22,516,BANFI PRODUCTS CORP        
548,1_HARDERSFIELD_12140,1,12140,Natura Valle Svgn Bl Casabla,750mL,2,19.98,9.99,1/23/2016,750,2,0.22,516,BANFI PRODUCTS CORP        
549,1_HARDERSFIELD_12140,1,12140,Natura Valle Svgn Bl Casabla,750mL,1,9.99,9.99,1/29/2016,750,2,0.11,516,BANFI PRODUCTS CORP        
550,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/6/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
551,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/7/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
552,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,5,49.95,9.99,1/9/2016,750,2,0.56,1590,DIAGEO CHATEAU ESTATE WINES
553,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/10/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
554,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/11/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
555,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/13/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
556,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,2,19.98,9.99,1/19/2016,750,2,0.22,1590,DIAGEO CHATEAU ESTATE WINES
557,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/20/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
558,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,2,19.98,9.99,1/22/2016,750,2,0.22,1590,DIAGEO CHATEAU ESTATE WINES
559,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,20,199.8,9.99,1/23/2016,750,2,2.25,1590,DIAGEO CHATEAU ESTATE WINES
560,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/29/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
561,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,1,9.99,9.99,1/30/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
562,1_HARDERSFIELD_12147,1,12147,Sterling Vintners CA Meritag,750mL,2,19.98,9.99,1/31/2016,750,2,0.22,1590,DIAGEO CHATEAU ESTATE WINES
563,1_HARDERSFIELD_12155,1,12155,Root 1 Carmenere,750mL,1,11.99,11.99,1/6/2016,750,2,0.11,7153,PINE STATE TRADING CO      
564,1_HARDERSFIELD_12155,1,12155,Root 1 Carmenere,750mL,1,11.99,11.99,1/9/2016,750,2,0.11,7153,PINE STATE TRADING CO      
565,1_HARDERSFIELD_12155,1,12155,Root 1 Carmenere,750mL,1,11.99,11.99,1/26/2016,750,2,0.11,7153,PINE STATE TRADING CO      
566,1_HARDERSFIELD_12155,1,12155,Root 1 Carmenere,750mL,1,11.99,11.99,1/27/2016,750,2,0.11,7153,PINE STATE TRADING CO      
567,1_HARDERSFIELD_12155,1,12155,Root 1 Carmenere,750mL,1,11.99,11.99,1/30/2016,750,2,0.11,7153,PINE STATE TRADING CO      
568,1_HARDERSFIELD_12191,1,12191,M & R Sparkling Rose,750mL,1,9.99,9.99,1/1/2016,750,2,0.11,480,BACARDI USA INC            
569,1_HARDERSFIELD_12191,1,12191,M & R Sparkling Rose,750mL,1,9.99,9.99,1/7/2016,750,2,0.11,480,BACARDI USA INC            
570,1_HARDERSFIELD_12191,1,12191,M & R Sparkling Rose,750mL,1,9.99,9.99,1/16/2016,750,2,0.11,480,BACARDI USA INC            
571,1_HARDERSFIELD_12191,1,12191,M & R Sparkling Rose,750mL,1,9.99,9.99,1/28/2016,750,2,0.11,480,BACARDI USA INC            
572,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,1,34.99,34.99,1/5/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
573,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,1,34.99,34.99,1/6/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
574,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,1,34.99,34.99,1/9/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
575,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,2,69.98,34.99,1/15/2016,750,1,1.57,1128,BROWN-FORMAN CORP          
576,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,6,209.94,34.99,1/16/2016,750,1,4.72,1128,BROWN-FORMAN CORP          
577,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,1,34.99,34.99,1/17/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
578,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,1,34.99,34.99,1/26/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
579,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,1,34.99,34.99,1/28/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
580,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,1,34.99,34.99,1/29/2016,750,1,0.79,1128,BROWN-FORMAN CORP          
581,1_HARDERSFIELD_1220,1,1220,Woodford Reserve Bourbon,750mL,2,69.98,34.99,1/30/2016,750,1,1.57,1128,BROWN-FORMAN CORP          
582,1_HARDERSFIELD_12211,1,12211,Black Box Rsl,3L,1,26.99,26.99,1/20/2016,3000,2,0.45,1392,CONSTELLATION BRANDS INC   
583,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,2,17.98,8.99,1/2/2016,750,2,0.22,9552,M S WALKER INC             
584,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,3,29.97,9.99,1/6/2016,750,2,0.34,9552,M S WALKER INC             
585,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,2,19.98,9.99,1/8/2016,750,2,0.22,9552,M S WALKER INC             
586,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,1,9.99,9.99,1/9/2016,750,2,0.11,9552,M S WALKER INC             
587,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,1,9.99,9.99,1/10/2016,750,2,0.11,9552,M S WALKER INC             
588,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,6,59.94,9.99,1/12/2016,750,2,0.68,9552,M S WALKER INC             
589,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,1,9.99,9.99,1/17/2016,750,2,0.11,9552,M S WALKER INC             
590,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,2,19.98,9.99,1/19/2016,750,2,0.22,9552,M S WALKER INC             
591,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,1,9.99,9.99,1/21/2016,750,2,0.11,9552,M S WALKER INC             
592,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,1,9.99,9.99,1/22/2016,750,2,0.11,9552,M S WALKER INC             
593,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,2,19.98,9.99,1/23/2016,750,2,0.22,9552,M S WALKER INC             
594,1_HARDERSFIELD_12213,1,12213,Evodia Garnacha Old Vine,750mL,1,9.99,9.99,1/30/2016,750,2,0.11,9552,M S WALKER INC             
595,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,2,19.98,9.99,1/2/2016,750,2,0.22,3252,E & J GALLO WINERY         
596,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,4,41.96,10.49,1/6/2016,750,2,0.45,3252,E & J GALLO WINERY         
597,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,12,125.88,10.49,1/13/2016,750,2,1.35,3252,E & J GALLO WINERY         
598,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,2,20.98,10.49,1/14/2016,750,2,0.22,3252,E & J GALLO WINERY         
599,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,2,20.98,10.49,1/22/2016,750,2,0.22,3252,E & J GALLO WINERY         
600,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,1,10.49,10.49,1/23/2016,750,2,0.11,3252,E & J GALLO WINERY         
601,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,1,10.49,10.49,1/26/2016,750,2,0.11,3252,E & J GALLO WINERY         
602,1_HARDERSFIELD_12216,1,12216,Da Vinci Pnt Grigio,750mL,1,10.49,10.49,1/29/2016,750,2,0.11,3252,E & J GALLO WINERY         
603,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/6/2016,750,2,0.11,9552,M S WALKER INC             
604,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/7/2016,750,2,0.11,9552,M S WALKER INC             
605,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,2,21.98,10.99,1/8/2016,750,2,0.22,9552,M S WALKER INC             
606,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/9/2016,750,2,0.11,9552,M S WALKER INC             
607,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/11/2016,750,2,0.11,9552,M S WALKER INC             
608,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/12/2016,750,2,0.11,9552,M S WALKER INC             
609,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,5,54.95,10.99,1/15/2016,750,2,0.56,9552,M S WALKER INC             
610,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,2,21.98,10.99,1/16/2016,750,2,0.22,9552,M S WALKER INC             
611,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/18/2016,750,2,0.11,9552,M S WALKER INC             
612,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/22/2016,750,2,0.11,9552,M S WALKER INC             
613,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,2,21.98,10.99,1/24/2016,750,2,0.22,9552,M S WALKER INC             
614,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,3,32.97,10.99,1/25/2016,750,2,0.34,9552,M S WALKER INC             
615,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,14,153.86,10.99,1/26/2016,750,2,1.57,9552,M S WALKER INC             
616,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,1/28/2016,750,2,0.11,9552,M S WALKER INC             
617,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,4,43.96,10.99,1/30/2016,750,2,0.45,9552,M S WALKER INC             
618,1_HARDERSFIELD_12220,1,12220,Angeline Pnt Nr,750mL,2,21.98,10.99,1/31/2016,750,2,0.22,9552,M S WALKER INC             
619,1_HARDERSFIELD_12227,1,12227,Korbel Sweet Rose,750mL,1,15.99,15.99,1/9/2016,750,2,0.11,1128,BROWN-FORMAN CORP          
620,1_HARDERSFIELD_12227,1,12227,Korbel Sweet Rose,750mL,2,31.98,15.99,1/13/2016,750,2,0.22,1128,BROWN-FORMAN CORP          
621,1_HARDERSFIELD_12235,1,12235,Murrieta's Well The Spur,750mL,1,20.99,20.99,1/14/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
622,1_HARDERSFIELD_1226,1,1226,Lexington Bourbon,750mL,1,27.99,27.99,1/29/2016,750,1,0.79,9625,WESTERN SPIRITS BEVERAGE CO
623,1_HARDERSFIELD_12270,1,12270,Wente Louis Mel Svgn Bl,750mL,1,15.99,15.99,1/9/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
624,1_HARDERSFIELD_12270,1,12270,Wente Louis Mel Svgn Bl,750mL,1,15.99,15.99,1/12/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
625,1_HARDERSFIELD_12270,1,12270,Wente Louis Mel Svgn Bl,750mL,1,15.99,15.99,1/13/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
626,1_HARDERSFIELD_12270,1,12270,Wente Louis Mel Svgn Bl,750mL,1,15.99,15.99,1/24/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
627,1_HARDERSFIELD_12270,1,12270,Wente Louis Mel Svgn Bl,750mL,1,15.99,15.99,1/27/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
628,1_HARDERSFIELD_1228,1,1228,Glenfiddich Ancient RSV 18,750mL,1,94.99,94.99,1/29/2016,750,1,0.79,3664,WILLIAM GRANT & SONS INC   
629,1_HARDERSFIELD_1231,1,1231,Jack Daniels No 7 Black,375mL,2,25.98,12.99,1/2/2016,375,1,0.79,1128,BROWN-FORMAN CORP          
630,1_HARDERSFIELD_1231,1,1231,Jack Daniels No 7 Black,375mL,1,12.99,12.99,1/3/2016,375,1,0.39,1128,BROWN-FORMAN CORP          
631,1_HARDERSFIELD_1231,1,1231,Jack Daniels No 7 Black,375mL,1,12.99,12.99,1/5/2016,375,1,0.39,1128,BROWN-FORMAN CORP          
