,InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
521,1_HARDERSFIELD_2787,1,HARDERSFIELD,2787,Glenrothes Vintage Rsv,750mL,6,43.99,2016-01-01
522,1_HARDERSFIELD_2788,1,HARDERSFIELD,2788,Laphroaig 10 Yr Single Malt,750mL,18,39.99,2016-01-01
523,1_HARDERSFIELD_2792,1,HARDERSFIELD,2792,Jim Beam Apple,50mL,3,0.99,2016-01-01
524,1_HARDERSFIELD_2793,1,HARDERSFIELD,2793,Camus Elegance VS Cognac,750mL,2,21.99,2016-01-01
525,1_HARDERSFIELD_2794,1,HARDERSFIELD,2794,Bird Dog Bourbon,750mL,0,14.99,2016-01-01
526,1_HARDERSFIELD_2795,1,HARDERSFIELD,2795,George Dickel Rye,750mL,2,23.99,2016-01-01
527,1_HARDERSFIELD_2797,1,HARDERSFIELD,2797,Wicked 87 Whiskey,50mL,0,0.99,2016-01-01
528,1_HARDERSFIELD_2800,1,HARDERSFIELD,2800,Laphroaig 15 Yr Single Malt,750mL,2,81.99,2016-01-01
529,1_HARDERSFIELD_2801,1,HARDERSFIELD,2801,Tullamore Dew 10 Yr Old,750mL,0,39.99,2016-01-01
530,1_HARDERSFIELD_2802,1,HARDERSFIELD,2802,SW4 London Dry Gin,750mL,6,24.99,2016-01-01
531,1_HARDERSFIELD_2803,1,HARDERSFIELD,2803,Bluecoat Gin,750mL,2,25.99,2016-01-01
532,1_HARDERSFIELD_2808,1,HARDERSFIELD,2808,Uisce Beatha Irish Whisky,750mL,2,29.99,2016-01-01
533,1_HARDERSFIELD_2812,1,HARDERSFIELD,2812,Hudson Manhattan Rye,375mL,3,39.99,2016-01-01
534,1_HARDERSFIELD_2814,1,HARDERSFIELD,2814,Hudson Bay Bourbon,375mL,0,39.99,2016-01-01
535,1_HARDERSFIELD_2815,1,HARDERSFIELD,2815,Benromach 10Yr Single Malt,750mL,4,55.99,2016-01-01
536,1_HARDERSFIELD_2816,1,HARDERSFIELD,2816,Auchentoshan 12 Yr Sngle Mlt,750mL,2,47.99,2016-01-01
537,1_HARDERSFIELD_2821,1,HARDERSFIELD,2821,Auchentoshan American Oak,750mL,4,39.99,2016-01-01
538,1_HARDERSFIELD_2822,1,HARDERSFIELD,2822,James E Pepper 1776 Rye,750mL,13,32.99,2016-01-01
539,1_HARDERSFIELD_2826,1,HARDERSFIELD,2826,Bowmore Small Batch Sngl Mlt,750mL,6,39.99,2016-01-01
540,1_HARDERSFIELD_2830,1,HARDERSFIELD,2830,Serpent's Bite Cider Whiskey,750mL,0,13.99,2016-01-01
541,1_HARDERSFIELD_2834,1,HARDERSFIELD,2834,Old Smuggler P E T,1.75L,13,16.49,2016-01-01
542,1_HARDERSFIELD_2838,1,HARDERSFIELD,2838,Calumet Bourbon,750mL,2,45.99,2016-01-01
543,1_HARDERSFIELD_2839,1,HARDERSFIELD,2839,Ardmore Legacy Single Malt,750mL,2,36.99,2016-01-01
544,1_HARDERSFIELD_2841,1,HARDERSFIELD,2841,High West Double Rye Whiskey,750mL,8,34.99,2016-01-01
545,1_HARDERSFIELD_2851,1,HARDERSFIELD,2851,Mother's Apple Pie Liqueur,750mL,5,8.99,2016-01-01
546,1_HARDERSFIELD_2852,1,HARDERSFIELD,2852,Bushmills 10 Yr Irish Whisky,750mL,5,40.99,2016-01-01
547,1_HARDERSFIELD_2854,1,HARDERSFIELD,2854,Talisker 10-Yr Single Malt,750mL,15,54.99,2016-01-01
548,1_HARDERSFIELD_2855,1,HARDERSFIELD,2855,Master's London Dry Gin,750mL,22,29.99,2016-01-01
549,1_HARDERSFIELD_2856,1,HARDERSFIELD,2856,Cragganmore 12-Yr Sngle Malt,750mL,3,55.99,2016-01-01
550,1_HARDERSFIELD_2859,1,HARDERSFIELD,2859,Bushmills Irish Honey,750mL,0,19.99,2016-01-01
551,1_HARDERSFIELD_2862,1,HARDERSFIELD,2862,Pinch 15-Yr by Haig & Haig,750mL,8,35.99,2016-01-01
552,1_HARDERSFIELD_2868,1,HARDERSFIELD,2868,Mortlach Single Malt Scotch,750mL,4,89.99,2016-01-01
553,1_HARDERSFIELD_2874,1,HARDERSFIELD,2874,Hirsch 20 Yr American Whisky,750mL,30,69.99,2016-01-01
554,1_HARDERSFIELD_2878,1,HARDERSFIELD,2878,Hudson Four Grain Bourbon,375mL,11,39.99,2016-01-01
555,1_HARDERSFIELD_2879,1,HARDERSFIELD,2879,Corner Creek Rsv Bourbon,750mL,8,29.99,2016-01-01
556,1_HARDERSFIELD_2882,1,HARDERSFIELD,2882,Highland Park 18 Yr Single,750mL,2,124.99,2016-01-01
557,1_HARDERSFIELD_2889,1,HARDERSFIELD,2889,Buchanans Deluxe 12Yr Scotch,750mL,6,32.99,2016-01-01
558,1_HARDERSFIELD_2890,1,HARDERSFIELD,2890,Four Roses Bourbon,750mL,5,27.99,2016-01-01
559,1_HARDERSFIELD_2893,1,HARDERSFIELD,2893,Glenmorangie Quinta Ruban,750mL,0,49.99,2016-01-01
560,1_HARDERSFIELD_2894,1,HARDERSFIELD,2894,Scoresby Rare,1.75L,9,17.99,2016-01-01
561,1_HARDERSFIELD_2897,1,HARDERSFIELD,2897,Haig Club Scotch,750mL,3,59.99,2016-01-01
562,1_HARDERSFIELD_2898,1,HARDERSFIELD,2898,Scoresby Rare,750mL,8,7.99,2016-01-01
563,1_HARDERSFIELD_2899,1,HARDERSFIELD,2899,Laphroiag Select Single Malt,750mL,4,52.99,2016-01-01
564,1_HARDERSFIELD_2902,1,HARDERSFIELD,2902,Stranahan's Colorado Whiskey,750mL,11,46.99,2016-01-01
565,1_HARDERSFIELD_2906,1,HARDERSFIELD,2906,Usquaebach Old Rare Whisky,750mL,8,99.99,2016-01-01
566,1_HARDERSFIELD_2909,1,HARDERSFIELD,2909,Lot No 40 Canadian Rye,750mL,3,59.99,2016-01-01
567,1_HARDERSFIELD_2912,1,HARDERSFIELD,2912,Platte Valley KY Moonshine,750mL,4,16.99,2016-01-01
568,1_HARDERSFIELD_2917,1,HARDERSFIELD,2917,Paddy's Irish Whiskey,750mL,9,19.99,2016-01-01
569,1_HARDERSFIELD_2920,1,HARDERSFIELD,2920,Old Potrero 18th Century,750mL,5,64.99,2016-01-01
570,1_HARDERSFIELD_2924,1,HARDERSFIELD,2924,Speyburn 10-Yr Single Malt,750mL,7,23.99,2016-01-01
571,1_HARDERSFIELD_2926,1,HARDERSFIELD,2926,Teachers Highland Cream,1.75L,11,27.99,2016-01-01
572,1_HARDERSFIELD_2932,1,HARDERSFIELD,2932,Jameson Black Barrel,750mL,18,31.99,2016-01-01
573,1_HARDERSFIELD_2935,1,HARDERSFIELD,2935,Talisker 18 Yr Old Scotch,750mL,5,99.99,2016-01-01
574,1_HARDERSFIELD_2942,1,HARDERSFIELD,2942,Glen Grant 10 Yr Single Malt,750mL,2,35.99,2016-01-01
575,1_HARDERSFIELD_2944,1,HARDERSFIELD,2944,The Glenlivet Founders Res,750mL,13,44.99,2016-01-01
576,1_HARDERSFIELD_2946,1,HARDERSFIELD,2946,Highland Park 15 Yr Old,750mL,11,79.99,2016-01-01
577,1_HARDERSFIELD_2949,1,HARDERSFIELD,2949,Lock Stock & Barrel Rye,750mL,5,94.99,2016-01-01
578,1_HARDERSFIELD_2951,1,HARDERSFIELD,2951,Old Bushmills Irish Whiskey,1.75L,7,37.99,2016-01-01
579,1_HARDERSFIELD_2952,1,HARDERSFIELD,2952,Old Bushmills,750mL,16,20.99,2016-01-01
580,1_HARDERSFIELD_2954,1,HARDERSFIELD,2954,Highland Park 12 Yr Single,750mL,0,46.99,2016-01-01
581,1_HARDERSFIELD_2956,1,HARDERSFIELD,2956,Vat 69 Gold,1.75L,11,14.99,2016-01-01
582,1_HARDERSFIELD_2957,1,HARDERSFIELD,2957,Glenfarclas 12-Yr Scotch,750mL,8,35.99,2016-01-01
583,1_HARDERSFIELD_2958,1,HARDERSFIELD,2958,Dalwhinnie 15-Yr Single Mal,750mL,8,57.99,2016-01-01
584,1_HARDERSFIELD_2960,1,HARDERSFIELD,2960,The Macallan Fine Oak 15 Yr,750mL,2,94.99,2016-01-01
585,1_HARDERSFIELD_2963,1,HARDERSFIELD,2963,Bruichladdich The Laddie Ten,750mL,0,59.99,2016-01-01
586,1_HARDERSFIELD_2965,1,HARDERSFIELD,2965,Ardbeg 10 Yr Single Malt Sc,750mL,16,46.99,2016-01-01
587,1_HARDERSFIELD_2967,1,HARDERSFIELD,2967,3lenfiddich Solera 15 Yr RSV,750mL,3,54.99,2016-01-01
588,1_HARDERSFIELD_2973,1,HARDERSFIELD,2973,Eagle Rare Single Barrel Bo,750mL,8,26.99,2016-01-01
589,1_HARDERSFIELD_2975,1,HARDERSFIELD,2975,Bird Dog Blackberry Whiskey,750mL,11,14.99,2016-01-01
590,1_HARDERSFIELD_2979,1,HARDERSFIELD,2979,Bowmore 12-Yr Scotch,750mL,1,44.99,2016-01-01
591,1_HARDERSFIELD_2982,1,HARDERSFIELD,2982,Highland Park Dark Origins,750mL,6,72.99,2016-01-01
592,1_HARDERSFIELD_2985,1,HARDERSFIELD,2985,Gibsons 12YO Gold Canadian W,750mL,7,25.99,2016-01-01
593,1_HARDERSFIELD_2988,1,HARDERSFIELD,2988,Sauza 901 Silver Tequila,750mL,10,24.99,2016-01-01
594,1_HARDERSFIELD_2989,1,HARDERSFIELD,2989,The Macallan 18 Yr Old,750mL,2,259.99,2016-01-01
595,1_HARDERSFIELD_2990,1,HARDERSFIELD,2990,Bulldog Gin,750mL,6,22.99,2016-01-01
596,1_HARDERSFIELD_2991,1,HARDERSFIELD,2991,Tullibardine Single Malt,750mL,7,49.99,2016-01-01
597,1_HARDERSFIELD_2992,1,HARDERSFIELD,2992,Hudson Baby Bourbon Whiskey,750mL,6,49.99,2016-01-01
598,1_HARDERSFIELD_2994,1,HARDERSFIELD,2994,Hudson Manhattan Rye,750mL,6,49.99,2016-01-01
599,1_HARDERSFIELD_3012,1,HARDERSFIELD,3012,Pinnacle Vodka,50mL,104,0.99,2016-01-01
600,1_HARDERSFIELD_3016,1,HARDERSFIELD,3016,Bombay Sapphire East Gin,750mL,31,19.99,2016-01-01
601,1_HARDERSFIELD_3020,1,HARDERSFIELD,3020,Pinnacle Blueberry Vodka,750mL,30,9.99,2016-01-01
602,1_HARDERSFIELD_3025,1,HARDERSFIELD,3025,Ciroc Snap Frost Vodka,375mL,9,15.49,2016-01-01
603,1_HARDERSFIELD_3038,1,HARDERSFIELD,3038,Zhenka Raspberry Vodka,1.75L,1,8.99,2016-01-01
604,1_HARDERSFIELD_3039,1,HARDERSFIELD,3039,Stoli Salted Karamel,750mL,12,16.99,2016-01-01
605,1_HARDERSFIELD_3040,1,HARDERSFIELD,3040,Tito's Handmade Vodka,Liter,32,22.99,2016-01-01
606,1_HARDERSFIELD_3041,1,HARDERSFIELD,3041,Zhenka Pink Lemonade Vodka,1.75L,18,10.99,2016-01-01
607,1_HARDERSFIELD_3042,1,HARDERSFIELD,3042,Ciroc Red Berry Vodka,375mL,17,15.49,2016-01-01
608,1_HARDERSFIELD_3045,1,HARDERSFIELD,3045,Pinnacle Salted Caramel,750mL,14,10.99,2016-01-01
609,1_HARDERSFIELD_3046,1,HARDERSFIELD,3046,Ciroc Peach Vodka,1.75L,8,47.99,2016-01-01
610,1_HARDERSFIELD_3050,1,HARDERSFIELD,3050,Bowman Vodka,1.75L,11,8.99,2016-01-01
611,1_HARDERSFIELD_3054,1,HARDERSFIELD,3054,Smirnoff Kissed Caramel,750mL,33,10.99,2016-01-01
612,1_HARDERSFIELD_3058,1,HARDERSFIELD,3058,Three Olives Vodka,50mL,0,0.99,2016-01-01
613,1_HARDERSFIELD_3061,1,HARDERSFIELD,3061,Absolut Grapevine Vodka,750mL,8,17.99,2016-01-01
614,1_HARDERSFIELD_3062,1,HARDERSFIELD,3062,Russian Standard Platinum,750mL,13,19.99,2016-01-01
615,1_HARDERSFIELD_3070,1,HARDERSFIELD,3070,Peligroso Reposado Tequila,750mL,1,21.99,2016-01-01
616,1_HARDERSFIELD_3072,1,HARDERSFIELD,3072,Ciroc Peach Vodka,750mL,18,24.99,2016-01-01
617,1_HARDERSFIELD_3079,1,HARDERSFIELD,3079,Devils Spring Vodka,750mL,20,13.99,2016-01-01
618,1_HARDERSFIELD_3085,1,HARDERSFIELD,3085,Absolut Mini Bar 5/50mls,50mL 5 Pk,0,5.99,2016-01-01
619,1_HARDERSFIELD_3086,1,HARDERSFIELD,3086,Ciroc Coconut Vodka,1.75L,7,47.99,2016-01-01
620,1_HARDERSFIELD_3089,1,HARDERSFIELD,3089,Evan Williams Honey Reserve,750mL,11,13.99,2016-01-01
621,1_HARDERSFIELD_3100,1,HARDERSFIELD,3100,Ciroc Red Berry Vodka,1.75L,10,47.99,2016-01-01
622,1_HARDERSFIELD_3102,1,HARDERSFIELD,3102,Smirnoff Traveler,1.75L,0,17.99,2016-01-01
623,1_HARDERSFIELD_3104,1,HARDERSFIELD,3104,Smirnoff Whipped Cream,750mL,9,10.99,2016-01-01
624,1_HARDERSFIELD_3107,1,HARDERSFIELD,3107,Don Julio 70th Anniversary,750mL,8,65.99,2016-01-01
625,1_HARDERSFIELD_3123,1,HARDERSFIELD,3123,Booths London Dry Gin,1.75L,9,14.99,2016-01-01
626,1_HARDERSFIELD_3125,1,HARDERSFIELD,3125,Pinnacle Strawbery Shortcake,750mL,2,9.99,2016-01-01
627,1_HARDERSFIELD_3133,1,HARDERSFIELD,3133,Svedka Strwbry Lemonad Vodka,750mL,53,10.99,2016-01-01
628,1_HARDERSFIELD_3137,1,HARDERSFIELD,3137,Three Olives Blueberry Vodka,50mL,23,0.99,2016-01-01
629,1_HARDERSFIELD_3139,1,HARDERSFIELD,3139,Grey Goose Le Melon,750mL,14,23.99,2016-01-01
630,1_HARDERSFIELD_3147,1,HARDERSFIELD,3147,Stolichnaya Chocolat Kokonut,50mL,9,0.99,2016-01-01
631,1_HARDERSFIELD_3150,1,HARDERSFIELD,3150,Svedka Mango Pineapple Vodka,750mL,42,10.99,2016-01-01
632,1_HARDERSFIELD_3153,1,HARDERSFIELD,3153,Rye Harbor Vodka,750mL,4,17.99,2016-01-01
633,1_HARDERSFIELD_3154,1,HARDERSFIELD,3154,New Amsterdam Peach Vodka,750mL,24,9.99,2016-01-01
634,1_HARDERSFIELD_3158,1,HARDERSFIELD,3158,Pinnacle Tropical Punch,1.75L,28,16.99,2016-01-01
635,1_HARDERSFIELD_3161,1,HARDERSFIELD,3161,New Amsterdam Red Berry,750mL,18,8.99,2016-01-01
636,1_HARDERSFIELD_3162,1,HARDERSFIELD,3162,Burnett's Peach Vodka,50mL,9,0.99,2016-01-01
637,1_HARDERSFIELD_3168,1,HARDERSFIELD,3168,Belvedere UF Intense Vodka,750mL,15,25.99,2016-01-01
638,1_HARDERSFIELD_3172,1,HARDERSFIELD,3172,Skyy Infusions Blood Orange,750mL,2,12.99,2016-01-01
639,1_HARDERSFIELD_3174,1,HARDERSFIELD,3174,Cold River Vodka,750mL,7,29.99,2016-01-01
640,1_HARDERSFIELD_3176,1,HARDERSFIELD,3176,Smugglers Notch Vodka,750mL,1,27.99,2016-01-01
641,1_HARDERSFIELD_3180,1,HARDERSFIELD,3180,New Amsterdam Vodka,1.75L,46,16.99,2016-01-01
642,1_HARDERSFIELD_3183,1,HARDERSFIELD,3183,Jose Cuervo Tradicional Slvr,750mL,13,19.99,2016-01-01
643,1_HARDERSFIELD_3189,1,HARDERSFIELD,3189,Skyy Infusions Dragon Fruit,750mL,9,12.99,2016-01-01
644,1_HARDERSFIELD_3194,1,HARDERSFIELD,3194,Grey Goose Cherry Noir Vodka,750mL,27,23.99,2016-01-01
645,1_HARDERSFIELD_3197,1,HARDERSFIELD,3197,Pinnacle Vodka 100 Proof,1.75L,15,20.99,2016-01-01
646,1_HARDERSFIELD_3201,1,HARDERSFIELD,3201,Plymouth Gin,750mL,8,29.99,2016-01-01
647,1_HARDERSFIELD_3204,1,HARDERSFIELD,3204,Twenty 2 Vodka,750mL,7,21.99,2016-01-01
648,1_HARDERSFIELD_3209,1,HARDERSFIELD,3209,Hammer & Sickle Vodka,750mL,10,19.99,2016-01-01
649,1_HARDERSFIELD_3216,1,HARDERSFIELD,3216,Fleischmanns X Dry Gin,1.75L,15,9.99,2016-01-01
650,1_HARDERSFIELD_3218,1,HARDERSFIELD,3218,Firefly Sweet Tea Vodka,750mL,18,12.99,2016-01-01
651,1_HARDERSFIELD_3219,1,HARDERSFIELD,3219,Svedka Grapefruit Jalapeno,50mL,56,0.99,2016-01-01
652,1_HARDERSFIELD_3220,1,HARDERSFIELD,3220,Svedka Clementine Vodka,1.75L,1,18.99,2016-01-01
653,1_HARDERSFIELD_3221,1,HARDERSFIELD,3221,Pinnacle Raspberry Vodka,750mL,7,9.99,2016-01-01
654,1_HARDERSFIELD_3227,1,HARDERSFIELD,3227,Taaka Gin,1.75L,26,8.99,2016-01-01
655,1_HARDERSFIELD_3230,1,HARDERSFIELD,3230,Svedka Grapefruit Jalapeno,750mL,9,9.49,2016-01-01
656,1_HARDERSFIELD_3231,1,HARDERSFIELD,3231,Pinnacle Tropical Punch Vdka,750mL,7,9.99,2016-01-01
657,1_HARDERSFIELD_3233,1,HARDERSFIELD,3233,Belvedere Wild Berry,750mL,9,22.99,2016-01-01
658,1_HARDERSFIELD_3234,1,HARDERSFIELD,3234,Hendrick's Gin,1.75L,31,61.99,2016-01-01
659,1_HARDERSFIELD_3235,1,HARDERSFIELD,3235,Absolut Berri Acai,750mL,5,17.99,2016-01-01
660,1_HARDERSFIELD_3237,1,HARDERSFIELD,3237,Firefly Sweet Tea Vodka,1.75L,10,23.99,2016-01-01
661,1_HARDERSFIELD_3238,1,HARDERSFIELD,3238,Hendrick's Gin,750mL,24,29.99,2016-01-01
662,1_HARDERSFIELD_3239,1,HARDERSFIELD,3239,Seagram's Red Berry Vodka,750mL,13,9.99,2016-01-01
663,1_HARDERSFIELD_3243,1,HARDERSFIELD,3243,Burnetts Vodka,1.75L,7,10.49,2016-01-01
664,1_HARDERSFIELD_3244,1,HARDERSFIELD,3244,Burnetts Vodka,750mL,28,6.79,2016-01-01
665,1_HARDERSFIELD_3246,1,HARDERSFIELD,3246,Bentley's Vodka,1.75L,9,8.79,2016-01-01
666,1_HARDERSFIELD_3253,1,HARDERSFIELD,3253,Gilbeys London Dry,1.75L,0,11.99,2016-01-01
667,1_HARDERSFIELD_3257,1,HARDERSFIELD,3257,Gilbeys London Dry Trav,750mL,6,6.99,2016-01-01
668,1_HARDERSFIELD_3268,1,HARDERSFIELD,3268,Pinnacle CranApple Vodka,750mL,9,9.99,2016-01-01
669,1_HARDERSFIELD_3272,1,HARDERSFIELD,3272,Sobieski Vodka,1.75L,7,17.99,2016-01-01
670,1_HARDERSFIELD_3276,1,HARDERSFIELD,3276,Gordons London Dry,1.75L,35,14.99,2016-01-01
671,1_HARDERSFIELD_3278,1,HARDERSFIELD,3278,Gordons London Dry,750mL,1,7.99,2016-01-01
672,1_HARDERSFIELD_3279,1,HARDERSFIELD,3279,Double Cross Vodka,750mL,8,29.99,2016-01-01
673,1_HARDERSFIELD_3282,1,HARDERSFIELD,3282,Skyy Watermelon Fresca Vodka,50mL,0,0.99,2016-01-01
674,1_HARDERSFIELD_3285,1,HARDERSFIELD,3285,Svedka Strawberry Colada,750mL,0,9.99,2016-01-01
675,1_HARDERSFIELD_3286,1,HARDERSFIELD,3286,Ciroc Snap Frost Vodka,1.75L,10,47.99,2016-01-01
676,1_HARDERSFIELD_3288,1,HARDERSFIELD,3288,Svedka Strwbry Lemonad Vodka,1.75L,0,22.99,2016-01-01
677,1_HARDERSFIELD_3294,1,HARDERSFIELD,3294,Leaf Vodka Alaskian Glacial,750mL,6,16.99,2016-01-01
678,1_HARDERSFIELD_3295,1,HARDERSFIELD,3295,Tito's Handmade Vodka,375mL,7,9.99,2016-01-01
679,1_HARDERSFIELD_3296,1,HARDERSFIELD,3296,Belvedere Pink Grapefruit,750mL,10,22.99,2016-01-01
680,1_HARDERSFIELD_3300,1,HARDERSFIELD,3300,Smirnoff Sorbet Mango/Pasion,50mL,18,0.99,2016-01-01
681,1_HARDERSFIELD_3305,1,HARDERSFIELD,3305,Canada House Canadian Whisky,1.75L,29,13.99,2016-01-01
682,1_HARDERSFIELD_3310,1,HARDERSFIELD,3310,Pinnacle Vodka,375mL,16,5.99,2016-01-01
683,1_HARDERSFIELD_3314,1,HARDERSFIELD,3314,El Jimador Blanco Tequila,1.75L,10,26.99,2016-01-01
684,1_HARDERSFIELD_3315,1,HARDERSFIELD,3315,Smirnoff Sorbet Rasp/Pomegra,50mL,0,0.99,2016-01-01
685,1_HARDERSFIELD_3316,1,HARDERSFIELD,3316,Ciroc Peach Vodka,375mL,7,15.49,2016-01-01
686,1_HARDERSFIELD_3324,1,HARDERSFIELD,3324,Milagro Silver Select Barrel,750mL,6,49.99,2016-01-01
687,1_HARDERSFIELD_3325,1,HARDERSFIELD,3325,Pinnacle Caramel Apple Vodka,750mL,11,9.99,2016-01-01
688,1_HARDERSFIELD_3326,1,HARDERSFIELD,3326,Jenkins Gin,1.75L,17,9.49,2016-01-01
689,1_HARDERSFIELD_3329,1,HARDERSFIELD,3329,Seagrams Extra Smooth Vodka,1.75L,21,14.99,2016-01-01
690,1_HARDERSFIELD_3335,1,HARDERSFIELD,3335,Tanqueray Sterling Vodka,750mL,10,10.99,2016-01-01
691,1_HARDERSFIELD_3343,1,HARDERSFIELD,3343,Bombay Sapphire Gin,375mL,9,12.99,2016-01-01
692,1_HARDERSFIELD_3344,1,HARDERSFIELD,3344,Bombay Sapphire Gin,750mL,19,19.99,2016-01-01
693,1_HARDERSFIELD_3345,1,HARDERSFIELD,3345,Bombay Sapphire Gin,50mL,75,1.99,2016-01-01
694,1_HARDERSFIELD_3347,1,HARDERSFIELD,3347,Milagro Silver Tequila,1.75L,7,39.99,2016-01-01
695,1_HARDERSFIELD_3348,1,HARDERSFIELD,3348,Bombay Sapphire Gin,1.75L,64,29.99,2016-01-01
696,1_HARDERSFIELD_3349,1,HARDERSFIELD,3349,Russian Standard Vodka,50mL,73,0.99,2016-01-01
697,1_HARDERSFIELD_3351,1,HARDERSFIELD,3351,Pinnacle Whipped Vodka,1.75L,36,16.99,2016-01-01
698,1_HARDERSFIELD_3352,1,HARDERSFIELD,3352,Ciroc Coconut Vodka,750mL,25,24.99,2016-01-01
699,1_HARDERSFIELD_3354,1,HARDERSFIELD,3354,Ketel One Vodka,375mL,10,14.99,2016-01-01
700,1_HARDERSFIELD_3356,1,HARDERSFIELD,3356,Svedka Vodka,375mL,26,6.99,2016-01-01
701,1_HARDERSFIELD_3357,1,HARDERSFIELD,3357,Smirnoff Sours Green Apple,50mL,0,0.99,2016-01-01
702,1_HARDERSFIELD_3363,1,HARDERSFIELD,3363,Lunazul Reposado Tequila,750mL,6,13.99,2016-01-01
703,1_HARDERSFIELD_3364,1,HARDERSFIELD,3364,Absolut Ruby Red,1.75L,32,24.99,2016-01-01
704,1_HARDERSFIELD_3365,1,HARDERSFIELD,3365,Russian Standard Vodka,1.75L,7,24.99,2016-01-01
705,1_HARDERSFIELD_3366,1,HARDERSFIELD,3366,Tanqueray Rangpur Gin,1.75L,15,33.99,2016-01-01
706,1_HARDERSFIELD_3367,1,HARDERSFIELD,3367,Pinnacle Pomegranate Vodka,750mL,0,9.99,2016-01-01
707,1_HARDERSFIELD_3368,1,HARDERSFIELD,3368,Pinnacle Grape Vodka,1.75L,32,16.99,2016-01-01
708,1_HARDERSFIELD_3373,1,HARDERSFIELD,3373,Svedka Citron Vodka,1.75L,11,18.99,2016-01-01
709,1_HARDERSFIELD_3376,1,HARDERSFIELD,3376,Tommy Guns Vodka,750mL,6,39.99,2016-01-01
710,1_HARDERSFIELD_3377,1,HARDERSFIELD,3377,Tanqueray Rangpur Gin,750mL,5,24.99,2016-01-01
711,1_HARDERSFIELD_3385,1,HARDERSFIELD,3385,Pinnacle Strawbry Kiwi Vodka,1.75L,14,16.99,2016-01-01
712,1_HARDERSFIELD_3388,1,HARDERSFIELD,3388,Seagrams Extra Dry Gin,750mL,14,8.99,2016-01-01
713,1_HARDERSFIELD_3389,1,HARDERSFIELD,3389,Seagrams Extra Dry Gin,1.75L,22,16.99,2016-01-01
714,1_HARDERSFIELD_3390,1,HARDERSFIELD,3390,Cold River Blueberry Vodka,750mL,7,29.99,2016-01-01
715,1_HARDERSFIELD_3396,1,HARDERSFIELD,3396,Smirnoff Vanilla Vodka,1.75L,26,17.99,2016-01-01
716,1_HARDERSFIELD_3397,1,HARDERSFIELD,3397,Ciroc Red Berry Vodka,750mL,30,24.99,2016-01-01
717,1_HARDERSFIELD_3405,1,HARDERSFIELD,3405,Tito's Handmade Vodka,1.75L,20,29.99,2016-01-01
718,1_HARDERSFIELD_3409,1,HARDERSFIELD,3409,Crystal Head Vodka,750mL,4,49.99,2016-01-01
719,1_HARDERSFIELD_3410,1,HARDERSFIELD,3410,American Harvest Organic,750mL,22,16.99,2016-01-01
720,1_HARDERSFIELD_3412,1,HARDERSFIELD,3412,Skyy Infusions Pineapple,750mL,35,12.99,2016-01-01
721,1_HARDERSFIELD_3420,1,HARDERSFIELD,3420,New Amsterdam Coconut Vodka,750mL,36,9.99,2016-01-01
722,1_HARDERSFIELD_3422,1,HARDERSFIELD,3422,Beefeater,750mL,28,19.99,2016-01-01
723,1_HARDERSFIELD_3423,1,HARDERSFIELD,3423,Beefeater,1.75L,60,26.99,2016-01-01
724,1_HARDERSFIELD_3425,1,HARDERSFIELD,3425,Olmeca Altos Plata Tequila,750mL,11,20.99,2016-01-01
725,1_HARDERSFIELD_3427,1,HARDERSFIELD,3427,Stolichnaya Blueberi,1.75L,35,24.99,2016-01-01
726,1_HARDERSFIELD_3436,1,HARDERSFIELD,3436,Bombay Dry Gin,1.75L,17,24.99,2016-01-01
727,1_HARDERSFIELD_3437,1,HARDERSFIELD,3437,Bombay Dry Gin,750mL,12,19.99,2016-01-01
728,1_HARDERSFIELD_3444,1,HARDERSFIELD,3444,Hornitos Plata Tequila,1.75L,6,39.99,2016-01-01
729,1_HARDERSFIELD_3452,1,HARDERSFIELD,3452,Vanya Light Vodka,1.75L,0,6.99,2016-01-01
730,1_HARDERSFIELD_3456,1,HARDERSFIELD,3456,Tanqueray Sterling Vodka,1.75L,33,19.99,2016-01-01
731,1_HARDERSFIELD_3457,1,HARDERSFIELD,3457,Olmeca Altos Plata Tequila,1.75L,4,34.99,2016-01-01
732,1_HARDERSFIELD_3458,1,HARDERSFIELD,3458,Ciroc Amaretto Vodka,750mL,25,19.99,2016-01-01
733,1_HARDERSFIELD_3462,1,HARDERSFIELD,3462,Absolut Ruby Red,750mL,19,17.99,2016-01-01
734,1_HARDERSFIELD_3464,1,HARDERSFIELD,3464,UV Blue Raspberry Vodka,1.75L,17,13.99,2016-01-01
735,1_HARDERSFIELD_3467,1,HARDERSFIELD,3467,El Jimador Reposado Tequila,750mL,12,18.99,2016-01-01
736,1_HARDERSFIELD_3472,1,HARDERSFIELD,3472,Cazadores Blanco Tequila,750mL,8,14.99,2016-01-01
737,1_HARDERSFIELD_3476,1,HARDERSFIELD,3476,Reyka Vodka,750mL,27,19.99,2016-01-01
738,1_HARDERSFIELD_3481,1,HARDERSFIELD,3481,Citadelle Gin,750mL,2,21.99,2016-01-01
739,1_HARDERSFIELD_3483,1,HARDERSFIELD,3483,Kru 82 Vodka,750mL,6,14.99,2016-01-01
740,1_HARDERSFIELD_3485,1,HARDERSFIELD,3485,Luksusowa Potato Vodka,1.75L,15,19.99,2016-01-01
741,1_HARDERSFIELD_3486,1,HARDERSFIELD,3486,Tanqueray,375mL,15,12.99,2016-01-01
